Close,High,Low,Open,Volume
QQQ,QQQ,QQQ,QQQ,QQQ
304.1725159,304.4456423,300.6905404,300.6905404,29323400
299.9589844,304.1919975,298.4374416,299.4322873,52809600
307.2156982,308.0544848,302.6022829,302.6315422,30394800
311.165802,311.5169434,307.3131589,309.5174587,33955800
306.6694641,309.3711721,306.0159667,308.1910073,32746400
306.1817627,307.8008169,303.5288106,306.7084301,29266800
308.2495117,309.0492758,305.8403969,306.4451089,22898400
306.6011658,309.7027705,306.1232242,308.6981615,23500100
304.1725159,307.3521651,302.9240696,306.3865785,35118700
308.6104431,309.1176143,305.4015338,306.5036839,24537000
315.7889709,316.7350614,308.7079522,312.2484764,30728100
318.3151245,319.0661629,315.7499797,317.1349597,25130600
317.3983154,318.4126577,316.7057957,317.2715152,21609400
320.0219727,322.1775169,313.4871476,320.8022703,39080600
320.4902039,321.6313763,319.1539793,320.7438043,25498100
311.5559692,318.2273581,309.5369881,318.2176248,55264000
313.3993225,318.3736111,312.1411133,312.7653513,42836300
306.8060913,312.8142508,305.0504732,311.7023376,55259000
314.4722595,315.5646464,308.2299977,310.268475,35646000
319.6025391,320.7632074,317.2909654,317.4567879,33930800
318.3346558,322.0604989,318.2761372,321.6898613,24824500
322.0994263,322.1872042,318.4126062,319.739097,22350900
323.191864,324.206236,321.4069871,323.0553305,22732000
325.3571472,325.5132067,323.240655,324.8889984,20462800
325.2888489,326.5567914,324.4110104,324.4207735,17597500
324.5476379,327.1908275,321.3777512,326.7324119,28068700
326.332489,326.742149,323.9331371,326.0886516,22046100
328.1564026,328.3221954,324.4305598,325.4839243,20346800
327.2689514,329.853623,326.0985195,328.9562879,27080800
325.6985168,327.3858825,322.0312222,324.2745146,31360300
324.2745056,325.6399892,320.265803,322.0897319,32236200
322.860199,325.7569883,321.8360938,325.6301881,39157700
314.4917908,319.7196514,314.2869756,318.4517086,47256900
313.555481,315.2330839,303.3338038,309.1859029,97241900
316.1401672,316.4522863,308.1715455,310.883017,58206300
305.1186523,316.0425816,303.5678498,313.4676737,110182600
306.3963623,311.2438216,303.2167128,308.0642019,104739800
315.6134338,315.9548122,310.1027135,311.3999156,49164500
310.5513916,316.3352092,310.2978209,316.2571943,48370000
301.5391235,310.3952859,301.4806049,309.4491955,86301100
296.6038513,304.3481304,292.7121858,301.1684808,139131600
301.0709229,301.9779909,290.1177653,299.2372607,121523700
292.5464478,302.4169839,292.1270544,300.5248027,88409800
304.0847778,305.9964848,299.3543554,299.8907859,80391100
303.2166748,308.6688753,302.524185,308.3665193,76798100
310.2003174,311.9754317,307.0889486,307.9862539,53484800
307.6838074,310.3855451,303.7141567,306.1232419,69315600
310.9707336,311.1365562,306.3573486,308.005692,42955700
312.6775818,316.2083726,311.2340833,313.1750196,54925900
313.9651489,315.8670933,307.8984709,309.6248594,78258700
304.3481445,310.0441835,303.889729,309.0590707,82718100
305.4210205,306.971823,302.0267928,304.1823073,78446200
311.1486816,313.2288054,307.8283098,307.8283098,56194800
309.7912292,313.5705954,308.9709042,312.2424587,53455400
304.5665894,311.2073641,304.420108,311.1682925,64803700
304.0391541,305.5626489,300.1914497,302.7110173,78729000
308.599823,308.9220819,302.4180738,303.8243241,63519600
308.5118713,309.5665663,305.1524285,308.0626522,54608000
306.9591064,307.535286,304.244211,306.5391835,44635700
311.6564941,313.2287762,308.414236,308.7560456,55032500
316.9691467,317.1058527,315.2503533,315.5042741,55685600
323.2973633,324.0688712,319.2250342,319.4691797,42172500
323.0727234,325.0356321,322.2914402,322.9848346,33537200
323.8539734,324.693849,321.6566649,322.5941748,32046400
327.2329102,327.418463,325.9242945,326.7250985,29940800
329.2154236,329.4205272,325.1235739,325.8657557,36664900
328.7857056,329.2056285,326.8911351,328.1704545,25833000
332.6236877,333.0924278,330.1040906,330.3189397,30374000
328.6295471,332.9948689,327.809222,332.8679085,42564300
333.6099548,334.0006112,328.3461966,331.5200862,36342800
334.0007019,334.2155511,332.1158767,334.1374078,40860100
330.9439697,333.5807221,329.0103275,332.4186174,34533100
328.5317993,331.5689536,326.54934,330.2798886,38081800
331.3443604,331.5299132,326.1489394,327.2427059,36598100
327.3501892,331.9401052,326.1880546,330.953778,45936100
331.4713745,332.789736,327.9849707,327.9849707,36381900
333.6296082,333.9128252,330.9635294,331.7155164,30812000
332.1842041,334.1373672,331.2271733,333.922518,33187200
331.0611572,332.8678391,330.4068345,331.8521859,33615700
332.252594,334.7721614,329.0103359,334.3522385,37708900
330.0748596,332.2917193,329.1568704,329.7916724,38263400
328.3170166,332.0377906,327.8677973,331.2858334,29729700
322.4086609,326.0708419,318.5706726,325.7485532,65147000
321.324707,325.3384737,320.5434535,324.4693016,46219300
323.7466125,323.9028692,318.8051115,321.0610128,46814300
326.3736267,328.7662341,323.922397,326.5396289,53324500
318.1312866,325.1626575,317.926183,324.9868799,60700500
317.6917419,318.492546,311.5490356,312.2131337,71963600
309.4690247,315.0648194,308.5998525,312.7308043,91164900
311.8615417,314.8498788,309.4786804,312.4279757,69877800
318.746521,319.6644804,314.5374264,315.0452679,44370000
316.8128357,318.7269273,313.9221625,317.0276848,39395000
314.6741028,319.0003518,314.4006611,317.7698794,36528500
315.0354309,315.3381688,308.8927248,309.2443096,66319100
321.129303,321.9886995,316.3050175,316.5296122,46466100
319.3519592,323.1117746,318.9906288,322.6918516,50330400
324.7231445,325.8559827,319.2445065,321.6566641,32475800
325.1724243,326.9693311,323.9907688,326.2466702,31280300
326.3052368,326.7739769,325.1528776,325.8462422,25444900
325.0845032,326.7056323,324.8794294,325.856011,27931700
326.1098633,327.7114713,325.7876045,326.2954162,29927400
325.0259094,327.9263581,323.6684466,327.4478128,31145400
325.6606445,326.5102657,323.9321059,325.4457954,22047900
322.2719727,324.0884004,320.5922509,322.8090807,37057800
327.7408142,328.1900334,324.0102651,324.0786329,38736500
328.7173767,328.7759692,326.5102927,327.2036573,32611900
328.8735962,331.3443462,327.1840995,330.4751744,27282800
328.9516907,331.0318139,328.7661378,330.2505607,21485300
332.3795776,332.4869873,328.8443568,329.293576,33702100
333.2486267,333.2584021,331.7349375,332.3892303,21222800
336.4421387,336.4518842,332.4869653,333.678396,27827700
334.244812,336.4030489,333.5221214,336.0905357,35963800
333.0241089,335.7878218,329.5474807,334.713576,55399500
337.252655,338.2683081,331.9595999,332.0084171,59722700
334.6061401,336.7350808,333.8541533,335.5827217,55414900
336.68573,337.0083925,332.5695605,334.7987483,32992600
339.8242188,340.273959,336.1773331,336.4804222,28941600
339.9904175,341.1441432,339.1495974,339.7655623,27188500
342.0924988,343.6274877,341.3885432,341.9360609,32581600
341.6721191,342.904049,341.0659409,342.6596204,28682800
345.8273621,345.9642564,342.9040055,342.9626659,39130300
347.0788269,347.1081571,344.8105522,345.6513722,29426000
346.53125,347.3134393,345.9446155,346.9223297,32724000
346.6681824,347.1765831,344.8202879,346.1793252,29290000
350.6474915,350.9701241,348.3400701,348.574712,32727200
352.1629639,352.4465094,348.5454085,351.2536966,38842400
352.9060364,354.6756971,350.9408208,354.372608,35265200
350.7746582,351.6350518,346.5216235,347.8121841,50890000
352.9647217,353.4437922,349.6013814,350.1880161,35184500
354.3432617,354.8027887,352.7886696,354.372592,25717700
354.3432617,357.3252787,353.4828683,353.9619388,39723000
354.9788208,357.3448732,354.1477575,356.6995781,35336400
352.4855957,355.0961064,350.4715064,354.8907947,53391600
349.6306152,354.3334183,349.2786226,353.3459174,47262000
346.7659607,347.2645747,344.1945672,346.1597527,64404600
350.79422,352.2510051,345.915404,347.7046383,42183700
353.5023804,353.5023804,350.1390408,350.3639258,30259900
355.8392334,355.8489903,353.7077929,353.7077929,30252200
359.9944763,360.277992,355.8098596,357.1688672,31960800
360.2779846,360.6690943,358.4301198,359.3002702,28438100
356.3084412,360.013987,352.1336115,360.013987,57933100
357.6773071,359.2612298,355.14503,357.4524519,42066200
358.3127136,359.4859528,357.1101144,357.1101144,25672500
356.445282,357.0319165,354.3334157,354.3627459,36484600
356.4747009,358.7038887,355.7609586,358.1172541,27334100
358.635437,358.752758,353.9326329,357.1395351,35558500
359.153717,360.1118882,357.4818332,358.5964125,29602200
361.4317017,361.6663436,359.2611745,359.9748869,21443900
359.8478088,361.1383991,358.7332298,360.1606846,33332100
360.5126648,361.0406091,359.202531,360.3073233,25960200
358.6647644,361.3241489,357.4719516,361.0308465,35130800
358.0488281,360.434454,356.709364,359.9358398,34249800
359.3394165,359.7011661,356.1813879,357.5404254,25969200
360.600647,360.9330663,359.1927358,359.6913797,19336200
360.7570801,360.7961672,355.5947491,359.4762766,34856900
357.5795898,358.9679279,355.1353032,357.9902133,44793900
354.13797,358.4496946,353.8055506,357.0417833,38541900
355.8489075,357.5305774,351.9380501,352.1922653,48499400
359.5349121,359.9357786,356.6115259,356.9244016,39486000
364.9124146,365.6065835,360.5713595,360.5811164,34034700
366.026947,366.6331252,365.0394459,365.5087596,21732900
366.4473267,367.0242044,365.5282728,366.2811319,20441900
364.1204224,366.2713762,363.6804389,365.586994,29133300
367.65979,368.1681909,364.2671193,364.7559766,27104700
371.7857056,372.2745628,368.4321223,368.4516957,27295700
371.4825439,372.0984789,369.927952,372.0300615,29628200
372.0985718,374.1811084,371.8932601,372.5483419,28138300
371.9226074,373.7900458,370.7004642,373.4576264,25453400
373.0664978,373.4673643,370.7493194,370.768863,24605400
373.5944824,374.2495643,372.0105897,373.1740723,23970200
372.2940674,373.4184329,370.0160061,373.4184329,32949200
371.0132446,373.6335118,370.7688161,372.518933,29399000
368.1974792,373.4575877,367.8650599,372.7340886,40249400
367.9432373,370.9741578,365.8802743,370.5439611,48741800
366.8971252,370.1724447,365.9389544,369.4391589,41826600
369.6249695,369.9769622,365.0492726,367.3566944,34097900
369.8791504,370.4559983,366.3496156,368.2854711,35193100
365.4989624,369.4489369,364.4528307,369.4000632,60912300
357.9465637,361.4212859,353.2776765,359.6692285,76203200
358.3870239,360.9906312,357.2516142,359.7866985,41927500
361.7345886,363.2027865,358.2011103,359.3071575,46972900
365.0722961,366.1098202,362.2533515,362.8993622,44652000
365.4147949,365.8357009,362.4196742,362.7916224,36056800
362.4979248,363.3788372,359.9334783,362.351111,43338100
352.2402039,362.4490648,351.7312394,357.917253,97701600
351.6626587,355.6659402,351.0362433,353.5126019,58076600
350.370697,354.9906271,349.5289447,353.31689,61384600
352.5436707,353.5909923,346.8666508,350.997182,56375500
345.1438599,351.2515518,342.8926357,350.918764,76766000
349.802948,352.0639697,345.9856405,346.210745,47232900
352.0444336,352.318496,345.6626489,346.5729243,56806500
